id,name,description,meal_type,supermarket,calories,protein_g,carbs_g,fat_g,fiber_g,ingredients,instructions,difficulty,cost,tags,prep_time_min,servings
"lunch-046","Ensalada de pollo y mango","Lechuga con pollo y mango","lunch","carrefour",380,28,32,14,4,"[{""name"": ""Pechuga de pollo"", ""quantity"": 120, ""unit"": ""g""}, {""name"": ""Lechuga"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Mango"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Cebolla morada"", ""quantity"": 20, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}]","1. Cocinar pollo. 2. Cortar mango y verduras. 3. Mezclar con aliño.","facil","medio","[""tropical"",""fresco"",""proteico""]",15,1
"lunch-047","Cuscús con verduras","Cuscús con verduras salteadas","lunch","mercadona",350,12,55,10,6,"[{""name"": ""Cuscús"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Calabacín"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Pimiento"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 10, ""unit"": ""ml""}]","1. Hidratar cuscús. 2. Saltear verduras. 3. Mezclar todo.","facil","barato","[""vegano"",""saludable"",""rápido""]",15,1
"lunch-048","Pechuga rellena de espinacas","Pollo relleno de espinacas y queso","lunch","lidl",420,38,6,25,2,"[{""name"": ""Pechuga de pollo"", ""quantity"": 180, ""unit"": ""g""}, {""name"": ""Espinacas"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Queso"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Ajo"", ""quantity"": 1, ""unit"": ""diente""}, {""name"": ""Aceite"", ""quantity"": 10, ""unit"": ""ml""}]","1. Abrir pechuga. 2. Rellenar con espinacas y queso. 3. Cocinar a la plancha.","medio","medio","[""bajo_carbohidratos"",""proteico"",""verduras""]",20,1
"lunch-049","Sardinas asadas","Sardinas al horno con patatas","lunch","generic",420,32,22,20,2,"[{""name"": ""Sardinas"", ""quantity"": 200, ""unit"": ""g""}, {""name"": ""Patatas"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Ajo"", ""quantity"": 2, ""unit"": ""dientes""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}, {""name"": ""Perejil"", ""quantity"": 1, ""unit"": ""cucharada""}]","1. Limpiar sardinas. 2. Colocar sobre patatas con ajo. 3. Hornear 15 minutos.","facil","barato","[""pescado"",""omega3"",""tradicional""]",25,1
"lunch-050","Revuelto de setas","Huevos revueltos con setas","lunch","carrefour",320,18,8,24,3,"[{""name"": ""Huevos"", ""quantity"": 3, ""unit"": ""unidades""}, {""name"": ""Setas"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Ajo"", ""quantity"": 1, ""unit"": ""diente""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}, {""name"": ""Perejil"", ""quantity"": 1, ""unit"": ""cucharada""}]","1. Saltear setas con ajo. 2. Añadir huevos batidos. 3. Cocinar removiendo.","facil","medio","[""vegetariano"",""bajo_carbohidratos"",""otoño""]",12,1
"lunch-051","Arroz con mariscos","Arroz con gambas y mejillones","lunch","mercadona",520,28,58,18,3,"[{""name"": ""Arroz"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Gambas"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Mejillones"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Tomate"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Caldo de pescado"", ""quantity"": 300, ""unit"": ""ml""}]","1. Sofreír marisco. 2. Añadir arroz y tomate. 3. Cocer con caldo.","medio","caro","[""marisco"",""paella"",""mediterraneo""]",30,1
"lunch-052","Pollo al horno con patatas","Muslos de pollo horneados con patatas","lunch","lidl",580,35,50,24,4,"[{""name"": ""Muslos de pollo"", ""quantity"": 200, ""unit"": ""g""}, {""name"": ""Patatas"", ""quantity"": 200, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}, {""name"": ""Hierbas"", ""quantity"": 1, ""unit"": ""cucharadita""}]","1. Colocar pollo sobre patatas y cebolla. 2. Sazonar. 3. Hornear 40 minutos.","facil","barato","[""horno"",""tradicional"",""familiar""]",45,1
"lunch-053","Ensalada templada de lentejas","Lentejas tibias con verduras","lunch","carrefour",380,22,40,12,8,"[{""name"": ""Lentejas"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Tomate"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Cebolla"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Pimiento"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}]","1. Cocer lentejas. 2. Picar verduras. 3. Mezclar templado.","facil","barato","[""legumbres"",""templado"",""saludable""]",25,1
"lunch-054","Ternera guisada","Ternera en salsa con patatas","lunch","mercadona",580,38,38,24,3,"[{""name"": ""Ternera"", ""quantity"": 160, ""unit"": ""g""}, {""name"": ""Patatas"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Vino tinto"", ""quantity"": 50, ""unit"": ""ml""}, {""name"": ""Caldo"", ""quantity"": 200, ""unit"": ""ml""}]","1. Dorar carne. 2. Añadir verduras y vino. 3. Cocer 1 hora.","dificil","medio","[""tradicional"",""potaje"",""caliente""]",75,1
"lunch-055","Fideuá","Fideos con marisco","lunch","generic",480,28,48,18,3,"[{""name"": ""Fideos"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Gambas"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Calamares"", ""quantity"": 60, ""unit"": ""g""}, {""name"": ""Tomate"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Caldo"", ""quantity"": 300, ""unit"": ""ml""}]","1. Sofreír marisco. 2. Añadir fideos y tomate. 3. Cocer con caldo.","medio","medio","[""español"",""marisco"",""mediterraneo""]",25,1
"lunch-056","Pasta con brócoli","Pasta con brócoli y queso","lunch","lidl",420,16,52,16,6,"[{""name"": ""Pasta"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Brócoli"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Queso parmesano"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Ajo"", ""quantity"": 1, ""unit"": ""diente""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}]","1. Cocer pasta y brócoli. 2. Saltear con ajo. 3. Servir con queso.","facil","barato","[""vegetariano"",""verduras"",""saludable""]",20,1
"lunch-057","Pollo teriyaki","Pollo con salsa teriyaki y arroz","lunch","carrefour",540,38,58,14,2,"[{""name"": ""Pechuga de pollo"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Arroz"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Salsa teriyaki"", ""quantity"": 40, ""unit"": ""ml""}, {""name"": ""Sésamo"", ""quantity"": 5, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 10, ""unit"": ""ml""}]","1. Cocer arroz. 2. Hacer pollo con teriyaki. 3. Servir con sésamo.","facil","medio","[""asiático"",""dulce"",""proteico""]",20,1
"lunch-058","Ensalada de aguacate","Ensalada con aguacate y huevo","lunch","mercadona",380,16,22,26,8,"[{""name"": ""Aguacate"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Huevo"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Lechuga"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Tomate"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}]","1. Cocer huevo. 2. Cortar verduras y aguacate. 3. Mezclar todo.","facil","medio","[""saludable"",""omega3"",""vegetariano""]",10,1
"lunch-059","Lentejas estofadas","Lentejas con verduras y chorizo","lunch","lidl",480,28,50,14,10,"[{""name"": ""Lentejas"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Chorizo"", ""quantity"": 40, ""unit"": ""g""}, {""name"": ""Zanahoria"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Patata"", ""quantity"": 50, ""unit"": ""g""}]","1. Sofreír verduras y chorizo. 2. Añadir lentejas y agua. 3. Cocer 30 minutos.","facil","barato","[""legumbres"",""tradicional"",""potaje""]",40,1
"lunch-060","Crema de pollo","Crema de pollo con verduras","lunch","generic",350,25,28,14,4,"[{""name"": ""Pollo"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Patatas"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Zanahoria"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Nata"", ""quantity"": 50, ""unit"": ""ml""}, {""name"": ""Caldo"", ""quantity"": 400, ""unit"": ""ml""}]","1. Cocer pollo y verduras. 2. Triturar con nata. 3. Servir caliente.","facil","medio","[""crema"",""caliente"",""suave""]",25,1
"lunch-061","Croquetas de jamón","Croquetas de jamón serrano","lunch","mercadona",520,15,42,32,2,"[{""name"": ""Jamón serrano"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Bechamel"", ""quantity"": 200, ""unit"": ""g""}, {""name"": ""Pan rallado"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Huevo"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Aceite"", ""quantity"": 30, ""unit"": ""ml""}]","1. Hacer masa con bechamel y jamón. 2. Enfriar, formar croquetas. 3. Rebozar y freír.","dificil","medio","[""tradicional"",""español"",""frito""]",45,1
"lunch-062","Pechuga con salsa de queso","Pechuga con salsa de quesos","lunch","carrefour",480,40,8,28,1,"[{""name"": ""Pechuga de pollo"", ""quantity"": 180, ""unit"": ""g""}, {""name"": ""Queso", ""quantity"": 40, ""unit"": ""g""}, {""name"": ""Nata"", ""quantity"": 60, ""unit"": ""ml""}, {""name"": ""Cebolla"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 10, ""unit"": ""ml""}]","1. Dorar pollo. 2. Añadir cebolla, nata y queso. 3. Cocer 10 minutos.","facil","medio","[""crema"",""proteico"",""bajo_carbohidratos""]",20,1
"lunch-063","Sopa de verduras","Sopa con verduras variadas","lunch","lidl",180,8,30,4,5,"[{""name"": ""Caldo"", ""quantity"": 500, ""unit"": ""ml""}, {""name"": ""Zanahoria"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Judías verdes"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Patata"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Puerro"", ""quantity"": 30, ""unit"": ""g""}]","1. Cocinar verduras en caldo. 2. Servir caliente.","facil","barato","[""sopa"",""saludable"",""bajo_calorias"",""vegano""]",25,1
"lunch-064","Bacalao con tomate","Bacalao con salsa de tomate","lunch","mercadona",380,32,12,20,3,"[{""name"": ""Bacalao"", ""quantity"": 160, ""unit"": ""g""}, {""name"": ""Tomate frito"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}, {""name"": ""Ajo"", ""quantity"": 1, ""unit"": ""diente""}]","1. Sofreír cebolla y ajo. 2. Añadir tomate. 3. Cocinar bacalao en la salsa 10 minutos.","medio","medio","[""pescado"",""tradicional"",""mediterraneo""]",25,1
"lunch-065","Pollo al curry con arroz","Pollo en salsa de curry con arroz basmati","lunch","carrefour",580,36,55,20,3,"[{""name"": ""Pechuga de pollo"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Arroz basmati"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Leche de coco"", ""quantity"": 100, ""unit"": ""ml""}, {""name"": ""Curry"", ""quantity"": 2, ""unit"": ""cucharaditas""}, {""name"": ""Cebolla"", ""quantity"": 50, ""unit"": ""g""}]","1. Cocer arroz. 2. Dorar pollo con cebolla y curry. 3. Añadir leche de coco y cocer 15 minutos.","medio","medio","[""indio"",""exótico"",""proteico""]",30,1
"lunch-066","Ensalada de pasta integral","Pasta integral con verduras y atún","lunch","lidl",420,22,50,12,6,"[{""name"": ""Pasta integral"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Atún"", ""quantity"": 60, ""unit"": ""g""}, {""name"": ""Tomate"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Pepino"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}]","1. Cocer pasta. 2. Mezclar con verduras y atún. 3. Aliñar.","facil","medio","[""saludable"",""fibra"",""frio""]",15,1
"lunch-067","Estofado de pollo","Pollo guisado con patatas","lunch","mercadona",480,32,40,18,4,"[{""name"": ""Muslos de pollo"", ""quantity"": 180, ""unit"": ""g""}, {""name"": ""Patatas"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Zanahoria"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Caldo"", ""quantity"": 200, ""unit"": ""ml""}]","1. Dorar pollo. 2. Añadir verduras y caldo. 3. Cocer 30 minutos.","medio","barato","[""tradicional"",""potaje"",""familiar""]",40,1
"lunch-068","Pimientos rellenos de arroz","Pimientos con arroz y verduras","lunch","carrefour",380,14,48,16,6,"[{""name"": ""Pimientos"", ""quantity"": 2, ""unit"": ""unidades""}, {""name"": ""Arroz"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Tomate"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Queso"", ""quantity"": 20, ""unit"": ""g""}]","1. Cocer arroz. 2. Mezclar con verduras. 3. Rellenar pimientos. 4. Hornear 20 minutos.","medio","medio","[""vegetariano"",""horno"",""verduras""]",35,1
"lunch-069","Pollo al limón con ensalada","Pechuga al limón con ensalada verde","lunch","lidl",420,38,18,22,4,"[{""name"": ""Pechuga de pollo"", ""quantity"": 180, ""unit"": ""g""}, {""name"": ""Limón"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Lechuga"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Tomate"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}]","1. Hacer pollo con limón. 2. Preparar ensalada. 3. Servir junto.","facil","medio","[""bajo_carbohidratos"",""saludable"",""proteico""]",15,1
"lunch-070","Pasta con salmón ahumado","Pasta con salmón y nata","lunch","mercadona",560,28,52,28,3,"[{""name"": ""Pasta"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Salmón ahumado"", ""quantity"": 60, ""unit"": ""g""}, {""name"": ""Nata"", ""quantity"": 80, ""unit"": ""ml""}, {""name"": ""Cebolla"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Eneldo"", ""quantity"": 1, ""unit"": ""cucharadita""}]","1. Cocer pasta. 2. Sofreír cebolla y salmón. 3. Añadir nata y mezclar.","medio","caro","[""pescado"",""crema"",""italiano""]",20,1
"lunch-071","Judías blancas con tomate","Judías blancas con salsa de tomate","lunch","generic",380,18,42,12,10,"[{""name"": ""Judías blancas"", ""quantity"": 200, ""unit"": ""g""}, {""name"": ""Tomate frito"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Ajo"", ""quantity"": 1, ""unit"": ""diente""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}]","1. Sofreír cebolla y ajo. 2. Añadir tomate y judías. 3. Cocer 10 minutos.","facil","barato","[""legumbres"",""vegano"",""tradicional""]",15,1
"lunch-072","Pollo con piña","Pollo salteado con piña y soja","lunch","carrefour",480,32,45,16,3,"[{""name"": ""Pechuga de pollo"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Piña"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Pimiento"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Salsa soja"", ""quantity"": 20, ""unit"": ""ml""}, {""name"": ""Arroz"", ""quantity"": 60, ""unit"": ""g""}]","1. Cocer arroz. 2. Saltear pollo con pimiento y piña. 3. Añadir soja y servir con arroz.","medio","medio","[""asiático"",""dulce"",""tropical""]",25,1
"lunch-073","Gazpacho andaluz","Sopa fría de tomate y verduras","lunch","mercadona",180,4,28,8,4,"[{""name"": ""Tomate"", ""quantity"": 300, ""unit"": ""g""}, {""name"": ""Pepino"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Pimiento"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}, {""name"": ""Vinagre"", ""quantity"": 10, ""unit"": ""ml""}, {""name"": ""Pan"", ""quantity"": 30, ""unit"": ""g""}]","1. Triturar todo junto. 2. Enfriar. 3. Servir con guarnición.","facil","barato","[""frio"",""verano"",""saludable"",""vegano"",""español""]",10,1
"lunch-074","Pasta al pesto","Pasta con salsa de albahaca","lunch","lidl",520,16,68,22,4,"[{""name"": ""Pasta"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Salsa pesto"", ""quantity"": 40, ""unit"": ""g""}, {""name"": ""Queso parmesano"", ""quantity"": 20, ""unit"": ""g""}, {""name"": ""Piñones"", ""quantity"": 10, ""unit"": ""g""}]","1. Cocer pasta. 2. Mezclar con pesto. 3. Servir con queso y piñones.","facil","medio","[""italiano"",""vegetariano"",""rapido""]",15,1
"lunch-075","Tortilla de jamón y queso","Tortilla con jamón york y queso","lunch","generic",480,28,8,34,1,"[{""name"": ""Huevos"", ""quantity"": 3, ""unit"": ""unidades""}, {""name"": ""Jamón york"", ""quantity"": 40, ""unit"": ""g""}, {""name"": ""Queso"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}]","1. Batir huevos. 2. Añadir jamón y queso. 3. Cuajar en sartén.","facil","barato","[""proteico"",""bajo_carbohidratos"",""rapido""]",10,1
